post_id,title,url,post_content_bytes,full_markdown_bytes,sections_bytes,http_code,html_bytes,real_dcv5_recipe_in_body,visible_text_bytes,visible_has_title_word,visible_has_radni_sazetak,visible_has_gotovo,risk_class,visible_preview
2530,"Irska šunka u pivu (Beer-Cured Ham)",https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,3557,3557,0,200,304507,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2533,"Bjúgu (Islandska dimljena kobasica)",https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,4144,4144,0,200,304830,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2540,"Hrútspungar (Prešana janjeća muda)",https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,3601,3601,0,200,304769,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2543,"Lundabaggar (Dimljena prskalina od janjetine)",https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,3653,3653,0,200,304835,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,4463,4463,0,200,305072,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2545,"Estonska Suitsusink (Dimljena Šunka)",https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,3631,3631,0,200,304630,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2546,"Sudžuk (Sudžuk Kosovar)",https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,4067,4067,0,200,304490,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2549,"Suxhuk me Spec (Sudžuk s paprikom)",https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,4076,4076,0,200,304552,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2552,"Otočac Začinski Vrat s Planine (Mountainski naresak)",https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,3541,3541,0,200,352598,YES,9960,YES,NO,YES,OK_REAL_DCV5,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2553,"Skilandis (litavska dimljena kobasica)",https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,4381,4381,0,200,304815,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2554,"Kindziukas (litavska dimljena šunka)",https://drycured.com/recepti-baza/kindziukas-litavska-dimljena-sunka/,3691,3691,0,200,304606,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2555,"Lašiniai (litavska slanina)",https://drycured.com/recepti-baza/lasiniai-litavska-slanina/,3470,3470,0,200,304419,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2556,"Vytinta dešra (litavska suha kobasica)",https://drycured.com/recepti-baza/vytinta-desra-litavska-suha-kobasica/,4361,4361,0,200,304761,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2557,"Rūkyti lašišos (dimljen losos na litavski način)",https://drycured.com/recepti-baza/rukyti-lasisos-dimljen-losos-na-litavski-nacin/,3683,3683,0,200,304928,NO,1833,YES,NO,NO,OK_VISIBLE_MARKDOWN_OR_FALLBACK,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2558,"Pounje Planinski Vrtlog",https://drycured.com/recepti-baza/pounje-planinski-vrtlog/,3529,3529,0,200,304391,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2560,"Drežnički Šušanj",https://drycured.com/recepti-baza/dreznicki-susanj/,3481,3481,0,200,304467,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2561,"Gospićki Vjetar",https://drycured.com/recepti-baza/gospicki-vjetar/,3451,3451,0,200,304367,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2563,"Maltežanska kobasica (Zalzett Malti)",https://drycured.com/recepti-baza/maltezanska-kobasica-zalzett-malti/,4000,4000,0,200,304784,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2564,"Maltežanski pršut (Prosciutto Malti)",https://drycured.com/recepti-baza/maltezanski-prsut-prosciutto-malti/,3502,3502,0,200,304640,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2565,"Maltežanska suha govedina (Carne Secca Maltija)",https://drycured.com/recepti-baza/maltezanska-suha-govedina-carne-secca-maltija/,3469,3469,0,200,304807,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2571,"Zaprešićki Vrganjevi Narezak",https://drycured.com/recepti-baza/zapresicki-vrganjevi-narezak/,3530,3530,0,200,304684,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2572,"Medžimurski Divljač Narezak",https://drycured.com/recepti-baza/medzimurski-divljac-narezak/,3513,3513,0,200,304652,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2573,"Gornjomurečki Začinski Narezak",https://drycured.com/recepti-baza/gornjomurecki-zacinski-narezak/,3492,3492,0,200,304697,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2574,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/sunca-afumata-dimljena-sunka/,3396,3396,0,200,304614,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2575,"PASTRAMĂ DE OAIE (OVČJA PASTRAMA)",https://drycured.com/recepti-baza/pastrama-de-oaie-ovcja-pastrama/,3659,3659,0,200,304579,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2576,"CÂRNAȚ AFUMAT (DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/carnat-afumat-dimljene-kobasice/,4263,4263,0,200,304769,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2577,"Droge Worst (Suha kobasica)",https://drycured.com/recepti-baza/droge-worst-suha-kobasica/,4064,4064,0,200,304534,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2579,"Spekdikken (Slanina s medom)",https://drycured.com/recepti-baza/spekdikken-slanina-s-medom/,3442,3442,0,200,304424,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2587,"VOSSAKORV (TRADICIONALNA DIMLJENA KOBASICA IZ VOSSA)",https://drycured.com/recepti-baza/vossakorv-tradicionalna-dimljena-kobasica-iz-vossa/,4413,4413,0,200,305163,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2589,"SPEKELÅR (SUŠENA I DIMLJENA JELEN/SRNETINA)",https://drycured.com/recepti-baza/spekelar-susena-i-dimljena-jelen-srnetina/,3819,3819,0,200,304854,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2594,"GRAVET LAKS (GRAVLAKS - MARINIRANI LOSOS)",https://drycured.com/recepti-baza/gravet-laks-gravlaks-marinirani-losos/,3686,3686,0,200,304697,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2597,"FENALÅR (SUŠENI BUT JANJETA)",https://drycured.com/recepti-baza/fenalar-suseni-but-janjeta/,3642,3642,0,200,304573,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2598,"SPEKESKINKE (NORŠKA PRŠUTA)",https://drycured.com/recepti-baza/spekeskinke-norska-prsuta/,3571,3571,0,200,304477,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2600,"MORR (NORVEŠKA KOBASICA)",https://drycured.com/recepti-baza/morr-norveska-kobasica/,4136,4136,0,200,304629,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2603,"Vinkovački Aromatični Začinski Špek",https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,3492,3492,0,200,304731,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2604,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,3645,3645,0,200,351707,YES,9827,YES,NO,YES,OK_REAL_DCV5,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2606,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,3642,3642,0,200,351805,YES,9818,YES,NO,YES,OK_REAL_DCV5,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2608,"Kuru Et (Suho meso sa smrekom)",https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,3459,3459,0,200,304378,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,3614,3614,0,200,304711,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2614,"Virovski Čvarci",https://drycured.com/recepti-baza/virovski-cvarci/,3320,3320,0,200,304338,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,3655,3655,0,200,304659,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,3470,3470,0,200,304573,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,3467,3467,0,200,304593,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,4224,4224,0,200,305555,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2623,"Presunto Português (Portugalska pršuta)",https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,3526,3526,0,200,304745,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2624,"Paio Alentejano (Alentejanska kobasica)",https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,4379,4379,0,200,304855,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,4497,4497,0,200,305190,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2627,"Chouriço de Vinho (Kobasica s Vinom)",https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,4221,4221,0,200,304684,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,4195,4195,0,200,304893,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,4299,4299,0,200,304886,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2631,"Rovinjska Kobasica",https://drycured.com/recepti-baza/rovinjska-kobasica/,3869,3869,0,200,304406,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2632,"Krčki Sir-Kobasica",https://drycured.com/recepti-baza/krcki-sir-kobasica/,3928,3928,0,200,304573,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2633,"Senjska Šunka",https://drycured.com/recepti-baza/senjska-sunka/,3242,3242,0,200,304115,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,3450,3450,0,200,305049,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
2638,"Bavarski Bierschinken (Šunka od piva)",https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,3510,3510,0,200,304657,NO,1833,NO,NO,NO,RISK_VISIBLE_TOO_SHORT_OR_HIDDEN,"Skip to content drycured.com RECEPTI BLOG KNJIGA FORUM Kalkulator Drycured podcast ALATI Menu Toggle Dijagnostika problema Praćenje gubitka težine Dnevnik serije Planer dimljenja Monitor sušionice HACCP kontrolna lista Inventar i sirovina Kalkulator soli Gener"
