post_id,status,title,url,country,category,process,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,content_has_markers,meta_has_markers,frontend_checked,frontend_http_code,frontend_bytes,frontend_has_markers,frontend_title_hits,risk_class
2379,draft,"BOULETTE DE LIÈGE (LIEŠKA MESNA KOBASICA)",https://drycured.com/?post_type=dry_recipe&p=2379,Belgija,Kobasica,Dimljeno|Sušeno,82,0,0,1608,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2380,draft,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",https://drycured.com/?post_type=dry_recipe&p=2380,Belgija,Kulen,Dimljeno|Fermentirano|Sušeno,75,0,0,1537,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2381,draft,"Nadenitsa (Наденица)",https://drycured.com/?post_type=dry_recipe&p=2381,Bugarska,Ostalo,Dimljeno|Fermentirano|Sušeno,67,0,0,1390,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2382,draft,"Rulopep (Рулопеп)",https://drycured.com/?post_type=dry_recipe&p=2382,Bugarska,Ostalo,Dimljeno|Sušeno,63,0,0,1587,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2383,draft,"Banska Kapama (Банска капама)",https://drycured.com/?post_type=dry_recipe&p=2383,Bugarska,Ostalo,Fermentirano|Sušeno,80,0,0,1503,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2384,draft,"Katino Meze (Катино мезе)",https://drycured.com/?post_type=dry_recipe&p=2384,Bugarska,Ostalo,Dimljeno|Fermentirano|soljeno|Sušeno,74,0,0,1532,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2385,draft,"Drobsarma (Дробсарма)",https://drycured.com/?post_type=dry_recipe&p=2385,Bugarska,Ostalo,Dimljeno|Kuhano|Sušeno,69,0,0,1554,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2386,draft,"Maleshevska Babichka (Малешевска бабичка)",https://drycured.com/?post_type=dry_recipe&p=2386,Bugarska,Ostalo,Dimljeno|Sušeno,97,0,0,1614,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2387,draft,"Kraishte Pastarma (Краищенска пастърма)",https://drycured.com/?post_type=dry_recipe&p=2387,Bugarska,Ostalo,soljeno|Sušeno,96,0,0,1522,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2388,draft,"Strandzhansko Dyado (Странджанско дядо)",https://drycured.com/?post_type=dry_recipe&p=2388,Bugarska,Ostalo,Dimljeno|Fermentirano|Sušeno,94,0,0,1526,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2389,draft,"Srednogorska Kaska (Средногорска каска)",https://drycured.com/?post_type=dry_recipe&p=2389,Bugarska,Ostalo,Dimljeno|Kuhano|Sušeno,95,0,0,1589,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2390,draft,"Dobrudzhanski Babek (Добруджански бабек)",https://drycured.com/?post_type=dry_recipe&p=2390,Bugarska,Ostalo,Dimljeno|Fermentirano|Kuhano|Sušeno,96,0,0,1724,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2391,draft,"Lukanka (Луканка)",https://drycured.com/?post_type=dry_recipe&p=2391,Bugarska,Ostalo,Fermentirano|Sušeno,63,0,0,1192,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2392,draft,"Sudjuk (Суджук)",https://drycured.com/?post_type=dry_recipe&p=2392,Bugarska,Ostalo,Dimljeno|Sušeno,60,0,0,1243,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2393,draft,"Elena filet (Еленски филе)",https://drycured.com/?post_type=dry_recipe&p=2393,Bugarska,Ostalo,Dimljeno|soljeno|Sušeno,76,0,0,1191,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2394,draft,"Pastarma (Пастърма)",https://drycured.com/?post_type=dry_recipe&p=2394,Bugarska,Ostalo,soljeno|Sušeno,66,0,0,1129,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2395,draft,"Banski Starec (Бански старец)",https://drycured.com/?post_type=dry_recipe&p=2395,Bugarska,Ostalo,Fermentirano|Sušeno,80,0,0,1377,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2396,draft,"Sastojci (za 5 kg kobasica)",https://drycured.com/?post_type=dry_recipe&p=2396,Nepoznato,Kobasica,Kuhano,66,0,0,1490,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2397,pending,"Savjeti za posluživanje",https://drycured.com/?post_type=dry_recipe&p=2397,,,,63,0,0,643,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2398,publish,"Traditionele Droge Worst (Klasična suha kobasica)",https://drycured.com/recepti-baza/traditionele-droge-worst-klasicna-suha-kobasica/,Hrvatska,"Suha kobasica",sušenje,4004,4004,0,1204,YES,YES,YES,200,305035,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2399,publish,"Rookworst (Dimljena kobasica)",https://drycured.com/recepti-baza/rookworst-dimljena-kobasica/,Nizozemska,"Suha kobasica","dimljenje + sušenje",3958,3958,0,1166,YES,YES,YES,200,304612,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2400,pending,"?? GRČKI RECEPTI",https://drycured.com/?post_type=dry_recipe&p=2400,,,,56,0,0,635,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2401,pending,"?? ALBANSKI RECEPTI",https://drycured.com/?post_type=dry_recipe&p=2401,,,,58,0,0,642,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2402,draft,"Lountza (Λούντζα)",https://drycured.com/?post_type=dry_recipe&p=2402,Cipar,Ostalo,soljeno,63,0,0,2233,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2403,draft,"Hiromeri (Χοιρομέρι)",https://drycured.com/?post_type=dry_recipe&p=2403,Cipar,Ostalo,Sušeno,68,0,0,2182,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2404,pending,"Tsamarella (Τσαμαρέλλα)",https://drycured.com/?post_type=dry_recipe&p=2404,,,,72,0,0,2217,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2405,pending,"Posyrti (Ποσυρτή)",https://drycured.com/?post_type=dry_recipe&p=2405,,,,63,0,0,2166,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2406,pending,"Apohtin (Αποχτίν)",https://drycured.com/?post_type=dry_recipe&p=2406,,,,63,0,0,2148,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2407,draft,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",https://drycured.com/?post_type=dry_recipe&p=2407,Cipar,Ostalo,Dimljeno|soljeno|Sušeno,94,0,0,1338,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2408,draft,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",https://drycured.com/?post_type=dry_recipe&p=2408,Cipar,Ostalo,soljeno|Sušeno,92,0,0,1219,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2409,draft,"Hiromeri (Χοιρομέρι) - Ciparski pršut",https://drycured.com/?post_type=dry_recipe&p=2409,Cipar,Pršut,Kuhano|soljeno|Sušeno,86,0,0,1278,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2410,draft,"Apohti (Απόχτι) - Dimljeni svinjski file",https://drycured.com/?post_type=dry_recipe&p=2410,Cipar,Ostalo,Dimljeno|Kuhano|soljeno|Sušeno,85,0,0,1300,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2411,draft,"Pastourma (Παστουρμάς) - Ciparski začinjeni sušeni goveđi file",https://drycured.com/?post_type=dry_recipe&p=2411,Cipar,Ostalo,soljeno|Sušeno,114,0,0,1411,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2412,draft,"?? GRČKA - Tradicionalni recepti za Loukaniko",https://drycured.com/?post_type=dry_recipe&p=2412,Grčka|Nepoznato,Ostalo,Sušeno,89,0,0,1252,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2413,draft,"?? ALBANIJA - Tradicionalni recepti za Salçe",https://drycured.com/?post_type=dry_recipe&p=2413,Albanija|Nepoznato,Ostalo,Sušeno,84,0,0,1124,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2414,draft,"?? FRANCUSKA - Tradicionalni recepti za saucisson",https://drycured.com/?post_type=dry_recipe&p=2414,Francuska|Nepoznato,Ostalo,Sušeno,67,0,0,1244,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2415,draft,"?? NJEMAČKA - Tradicionalni recepti za Wurst",https://drycured.com/?post_type=dry_recipe&p=2415,Njemačka,Kobasica,Sušeno,84,0,0,1079,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2416,draft,"?? ITALIJA - Tradicionalni recepti za salame",https://drycured.com/?post_type=dry_recipe&p=2416,Italija,Salama,Sušeno,83,0,0,1073,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2417,draft,"?? PORTUGAL - Tradicionalni recepti za Linguiça",https://drycured.com/?post_type=dry_recipe&p=2417,Portugal,Ostalo,Sušeno,87,0,0,1074,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2418,draft,"?? FRANCUSKA - Tradicijski recepti za saucisson (30 recepata)",https://drycured.com/?post_type=dry_recipe&p=2418,Nepoznato,Ostalo,Sušeno,134,0,0,1105,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2419,draft,"?? ČEŠKA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2419,Nepoznato,Ostalo,Sušeno,73,0,0,1134,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2420,draft,"?? SLOVAČKA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2420,Nepoznato,Ostalo,Sušeno,75,0,0,1100,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2421,draft,"?? POLJSKA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2421,Nepoznato,Ostalo,Dimljeno,73,0,0,1061,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2422,draft,"?? UKRAJINA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2422,Nepoznato,Ostalo,Sušeno,74,0,0,1057,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2423,draft,"?? ŠVEDSKA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2423,Nepoznato,Ostalo,Sušeno,74,0,0,1054,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2424,draft,"?? LATVIJA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2424,Nepoznato,Ostalo,Dimljeno,66,0,0,1038,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2425,draft,"?? NIZOZEMSKA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2425,Nepoznato,Ostalo,Dimljeno|Sušeno,76,0,0,1206,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2426,draft,"?? BELGIJA - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2426,Nepoznato,Ostalo,Sušeno,69,0,0,1232,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2427,draft,"?? LUKSEMBURG - Tradicionalni recepti",https://drycured.com/?post_type=dry_recipe&p=2427,Nepoznato,Ostalo,Sušeno,76,0,0,969,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2428,publish,"Durmitorska kastradina",https://drycured.com/recepti-baza/durmitorska-kastradina/,"Crna Gora","Pršut|sušena šunka",Dimljeno|Sušeno,3504,3504,0,2349,YES,YES,YES,200,304396,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2429,draft,"Crmničke goveđe pastrve",https://drycured.com/?post_type=dry_recipe&p=2429,"Crna Gora",Ostalo,Dimljeno|Sušeno,64,0,0,2258,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2430,publish,"Vasojevićka preukuša",https://drycured.com/recepti-baza/vasojevicka-preukusa/,Hrvatska,"Suha kobasica",sušenje,4092,4092,0,2423,YES,YES,YES,200,304491,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2431,pending,"Bjelopavlićka bumbar-pita",https://drycured.com/?post_type=dry_recipe&p=2431,,,,65,0,0,2493,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2432,publish,"Kučka pršura",https://drycured.com/recepti-baza/kucka-prsura/,Hrvatska,"suhomesnati proizvod",sušenje,3730,3730,0,2426,YES,YES,YES,200,304320,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2433,private,"Crnogorska pečenica",https://drycured.com/?post_type=dry_recipe&p=2433,"Crna Gora","svježa kobasica za pečenje",sušenje,3605,3605,0,1792,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2434,publish,"Crnogorska kobasica",https://drycured.com/recepti-baza/crnogorska-kobasica/,"Crna Gora","Suha kobasica",sušenje,3959,3959,0,2192,YES,YES,YES,200,304437,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2435,publish,"Crnogorska stelja",https://drycured.com/recepti-baza/crnogorska-stelja/,"Crna Gora","suhomesnati proizvod",sušenje,3453,3453,0,1853,YES,YES,YES,200,304387,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2436,draft,"Crnogorski suđuk",https://drycured.com/?post_type=dry_recipe&p=2436,"Crna Gora",Ostalo,Sušeno,56,0,0,2094,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2437,private,"Drniški Začinjeni Vrat s Planine (Specifični mountainski naresak)",https://drycured.com/?post_type=dry_recipe&p=2437,Hrvatska,"svježa kobasica za pečenje","dimljenje + sušenje",3523,3523,0,1222,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2438,private,"Komiški Brudet Narezak",https://drycured.com/?post_type=dry_recipe&p=2438,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3503,3503,0,1062,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2439,private,"Šibenski Vjetrenjak",https://drycured.com/?post_type=dry_recipe&p=2439,Hrvatska,"kuhana jetrena kobasica ili pašteta","dimljenje + sušenje + soljenje/salamurenje",3338,3338,0,1000,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2440,publish,"Splitski Maestral Narezak",https://drycured.com/recepti-baza/splitski-maestral-narezak/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3485,3485,0,1025,YES,YES,YES,200,304535,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2441,publish,"Trogirski Zephyr",https://drycured.com/recepti-baza/trogirski-zephyr/,Irska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3442,3442,0,993,YES,YES,YES,200,304331,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2442,publish,"Makarski Jugo Narezak",https://drycured.com/recepti-baza/makarski-jugo-narezak/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3474,3474,0,1010,YES,YES,YES,200,304427,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2443,pending,"Pagaški sir (rijetka regionalna varijanta)",https://drycured.com/?post_type=dry_recipe&p=2443,,,,82,0,0,908,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2444,draft,"Drniški pršut iz zaleđa (rijetka varijanta)",https://drycured.com/?post_type=dry_recipe&p=2444,Hrvatska,Pršut,Dimljeno|soljeno|Sušeno,85,0,0,913,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2445,publish,"Hvarski stolen (zaboravljena delicija)",https://drycured.com/recepti-baza/hvarski-stolen-zaboravljena-delicija/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",3461,3461,0,862,YES,YES,YES,200,304775,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2446,pending,"Šoltanski sir iz duboke tradicije",https://drycured.com/?post_type=dry_recipe&p=2446,,,,73,0,0,856,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2447,private,"Leverpostej (Danska pašteta od svinjske jetre)",https://drycured.com/?post_type=dry_recipe&p=2447,Danska,"kuhana jetrena kobasica ili pašteta",Dimljeno,3706,3706,0,3222,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2448,draft,"Medisterpølse (Danska svježa začinjena kobasica)",https://drycured.com/?post_type=dry_recipe&p=2448,Danska,Kobasica,Kuhano|Sušeno,90,0,0,2919,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2449,publish,"Ribbenssteg (Danska dimljena svinjska rebra)",https://drycured.com/recepti-baza/ribbenssteg-danska-dimljena-svinjska-rebra/,Danska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3735,3735,0,2949,YES,YES,YES,200,304808,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2450,publish,"Bayonneskinke (Danska zasoljena i dimljena šunka)",https://drycured.com/recepti-baza/bayonneskinke-danska-zasoljena-i-dimljena-sunka/,Francuska,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3729,3729,0,3249,YES,YES,YES,200,304893,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2451,draft,"Blodpølse (Danska krvavica)",https://drycured.com/?post_type=dry_recipe&p=2451,Danska,Krvavica,Kuhano,67,0,0,3267,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2452,draft,"Rullepølse (Danska rolana šunka)",https://drycured.com/?post_type=dry_recipe&p=2452,Danska,Šunka,Kuhano|soljeno,73,0,0,2602,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2453,draft,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",https://drycured.com/?post_type=dry_recipe&p=2453,Danska,Ostalo,soljeno,96,0,0,2596,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2454,draft,"Spegepølse (Danska fermentirana kobasica)",https://drycured.com/?post_type=dry_recipe&p=2454,Danska,Kobasica,Fermentirano|Sušeno,81,0,0,3115,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2455,private,"Sylte (Danska hladetina od svinjske glave)",https://drycured.com/?post_type=dry_recipe&p=2455,Danska,hladetina|tlačenica,Kuhano,3549,3549,0,3359,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2456,publish,"Spegeskinke (Danska sušena šunka)",https://drycured.com/recepti-baza/spegeskinke-danska-susena-sunka/,Danska,"Pršut|sušena šunka","sušenje + soljenje/salamurenje",3551,3551,0,2854,YES,YES,YES,200,304567,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2457,draft,"Irski spiced beef (Začinjeno sušeno goveđe meso)",https://drycured.com/?post_type=dry_recipe&p=2457,Irska,Ostalo,Kuhano,90,0,0,2791,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2458,publish,"Crubeens (Salamurena i dimljena svinjska stopala)",https://drycured.com/recepti-baza/crubeens-salamurena-i-dimljena-svinjska-stopala/,Irska,"suha salama","dimljenje + soljenje/salamurenje",4131,4131,0,2984,YES,YES,YES,200,305061,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2459,private,"Boiled Ham (Tradicionalna irska kuhana šunka)",https://drycured.com/?post_type=dry_recipe&p=2459,Irska,"Pršut|sušena šunka",soljenje/salamurenje,3506,3506,0,2952,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2460,pending,"Westfälischer Schinken s krumpirom u ljusci i hrenom",https://drycured.com/?post_type=dry_recipe&p=2460,,,,92,0,0,1224,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2461,pending,"Kasseler pečenka s pireom od jabuka i krupir knedlama",https://drycured.com/?post_type=dry_recipe&p=2461,,,,93,0,0,715,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2462,pending,"Leberkäse s prženim jajima i bavarskim röstijem",https://drycured.com/?post_type=dry_recipe&p=2462,,,,89,0,0,1197,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2463,pending,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",https://drycured.com/?post_type=dry_recipe&p=2463,,,,90,0,0,1267,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2464,publish,"StarohrvatskiMore-Kopno Salamet (Salama Maritima)",https://drycured.com/recepti-baza/starohrvatskimore-kopno-salamet-salama-maritima/,Italija,"suha salama","fermentacija + sušenje",4075,4075,0,1125,YES,YES,YES,200,305101,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2465,publish,"Krčki Ovčji Dimljeni Raritet",https://drycured.com/recepti-baza/krcki-ovcji-dimljeni-raritet/,Hrvatska,"suhomesnati proizvod","dimljenje + zrenje",3483,3483,0,1062,YES,YES,YES,200,304599,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2466,publish,"Kvarnerski Divovski Salamet",https://drycured.com/recepti-baza/kvarnerski-divovski-salamet/,Italija,"suha salama","fermentacija + sušenje",3900,3900,0,1060,YES,YES,YES,200,304625,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2467,pending,"Istarski Morski Pršut ""Neptunov Dar""",https://drycured.com/?post_type=dry_recipe&p=2467,,,,76,0,0,997,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2468,publish,"Lincolnshire kobasica",https://drycured.com/recepti-baza/lincolnshire-kobasica/,Hrvatska,"Suha kobasica",sušenje,4313,4313,0,2910,YES,YES,YES,200,304499,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2469,private,"Haslet (tradicionalna engleska pašteta od svinjskih iznutrica)",https://drycured.com/?post_type=dry_recipe&p=2469,Hrvatska,"kuhana jetrena kobasica ili pašteta",Kuhano,3995,3995,0,3228,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2470,publish,"Bath Chaps (ukiseljene svinjske obrazine)",https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",4044,4044,0,3696,YES,YES,YES,200,304727,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2471,draft,"Potted Beef (konzervirano goveđe meso)",https://drycured.com/?post_type=dry_recipe&p=2471,Engleska,Ostalo,Kuhano,78,0,0,3116,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2472,private,"Oxford Brawn (hladetina od svinjske glave)",https://drycured.com/?post_type=dry_recipe&p=2472,Hrvatska,hladetina|tlačenica,Kuhano,3654,3654,0,3928,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2473,pending,"Tradicionalni engleski Black Pudding (krvavica)",https://drycured.com/?post_type=dry_recipe&p=2473,,,,86,0,0,2959,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2474,publish,"Tradicionalna engleska šunka (Wiltshire Ham)",https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,Hrvatska,"Pršut|sušena šunka","dimljenje + sušenje + zrenje + soljenje/salamurenje",3828,3828,0,3088,YES,YES,YES,200,304794,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2475,draft,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",https://drycured.com/?post_type=dry_recipe&p=2475,Engleska,Ostalo,Kuhano,88,0,0,3068,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2476,publish,"Engleski pork pie (svinjetina u tijestu)",https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,Hrvatska,"suhomesnati proizvod",soljenje/salamurenje,4171,4171,0,3800,YES,YES,YES,200,304664,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2477,private,"Sült (Hladetina od svinjskog mesa)",https://drycured.com/?post_type=dry_recipe&p=2477,Hrvatska,hladetina|tlačenica,Kuhano,3407,3407,0,2742,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2478,publish,"Suitsink (Dimljena svinjska šunka)",https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,Estonija,"Pršut|sušena šunka","dimljenje + sušenje + soljenje/salamurenje",3528,3528,0,2876,YES,YES,YES,200,304620,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2479,private,"Verikäkk (Krvavica s ječmom)",https://drycured.com/?post_type=dry_recipe&p=2479,Estonija,"Suha kobasica",Dimljeno|Kuhano,4194,4194,0,3011,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
2480,publish,"Talleliha (Polutrajno sušena govedina)",https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,Estonija,"Sušeni dimljeni cijeli komad","sušenje + zrenje + soljenje/salamurenje",3637,3637,0,2571,YES,YES,YES,200,304728,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2481,publish,"Sealiha õlis (Svinjsko meso u ulju)",https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",3810,3810,0,3005,YES,YES,YES,200,304563,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
2482,draft,"?? Grčki tradicionalni recept - Loukaniko",https://drycured.com/?post_type=dry_recipe&p=2482,Grčka,Ostalo,Sušeno,81,0,0,1028,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2483,draft,"?? Albanski recept - Salçe",https://drycured.com/?post_type=dry_recipe&p=2483,Albanija,Ostalo,Sušeno,66,0,0,932,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2484,draft,"?? Nizozemski recept - Droge Worst",https://drycured.com/?post_type=dry_recipe&p=2484,Nizozemska,Ostalo,Sušeno,73,0,0,970,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2485,draft,"?? Britanski recept - Cumberland Sausage",https://drycured.com/?post_type=dry_recipe&p=2485,"Ujedinjeno Kraljevstvo",Kobasica,Sušeno,79,0,0,984,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2486,draft,"?? Bugarski recept - Lukanka",https://drycured.com/?post_type=dry_recipe&p=2486,Bugarska,Ostalo,Sušeno,67,0,0,935,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2487,draft,"?? Rumunjski recept - Salam de Sibiu",https://drycured.com/?post_type=dry_recipe&p=2487,Rumunjska,Ostalo,Sušeno,75,0,0,942,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2488,draft,"?? Češki recept - Lovecká Salám",https://drycured.com/?post_type=dry_recipe&p=2488,Češka,Ostalo,Sušeno,74,0,0,948,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2489,draft,"?? Slovački recept - Turistická Saláma",https://drycured.com/?post_type=dry_recipe&p=2489,Slovačka,Ostalo,Sušeno,80,0,0,956,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2490,draft,"?? Poljski recept - Kiełbasa",https://drycured.com/?post_type=dry_recipe&p=2490,Poljska,Ostalo,Sušeno,68,0,0,924,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2491,draft,"?? Ukrajinski recept - Kobasa",https://drycured.com/?post_type=dry_recipe&p=2491,Ukrajina,Ostalo,Sušeno,68,0,0,939,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2492,draft,"?? Švedski recept - Tunnbrödsrulle",https://drycured.com/?post_type=dry_recipe&p=2492,Švedska,Ostalo,Sušeno,75,0,0,957,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
2493,draft,"?? Latvijski recept - Mājas Desa",https://drycured.com/?post_type=dry_recipe&p=2493,Nepoznato,Ostalo,Sušeno,72,0,0,944,NO,NO,NO,,0,,,OK_OR_NOT_CHECKED
