post_id,recipe_id,post_title,overrides_status,has_mljevenje,notes
2474,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM,"Tradicionalna engleska šunka (Wiltshire Ham)",PRAZAN,N,"nema overrides"
2637,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,"Tradicionalni Thüringer Schinken (Tirinška šunka)",PRAZAN,N,"nema overrides"
3099,MD-TSAMARELLA,"Tsamarella (Τσαμαρέλλα)",PRAZAN,N,"nema overrides"
3103,MD-TSAMARELLA_SUSENA_KOZLETINA,"Tsamarella (Τσαμαρέλλα) &#8211; Sušena kozletina",PRAZAN,N,"nema overrides"
2610,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",PRAZAN,N,"nema overrides"
2708,MD-UDENE_MASO_DIMLJENO_MESO,"Údené mäso (dimljeno meso)",PRAZAN,N,"nema overrides"
2574,MD-UNC_AFUMAT_DIMLJENA_SUNKA,"ȘUNCĂ AFUMATĂ (DIMLJENA ŠUNKA)",PRAZAN,N,"nema overrides"
2667,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",PRAZAN,N,"nema overrides"
2691,MD-VALPOVACKA_ZIMSKA_DEVENICA,"Valpovačka Zimska Devenica",PRAZAN,N,"nema overrides"
2359,MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",PRAZAN,N,"nema overrides"
2705,MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",PRAZAN,N,"nema overrides"
2744,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",PRAZAN,N,"nema overrides"
3053,MD-WESTFALISCHER_KNOCHENSCHINKEN_VESTFALSKA_SUNKA_S_KOSTI,"Westfälischer Knochenschinken – vestfalska šunka s kosti",PRAZAN,N,"nema overrides"
3211,MD-ZGORNJESAVINJSKI_ZELODEC,"Zgornjesavinjski želodec",PRAZAN,N,"nema overrides"
