path,category,location_class,write_hits,read_hits,size_bytes,modified_utc,sha256
wp-content/mu-plugins/drycured-recipe-md-fallback-renderer.php,READ_ONLY_OR_AUDIT_LIKELY,OTHER_SCRIPT_LOCATION,,get_post(; get_post_meta,28432,2026-06-12T13:57:57.618763+00:00,915e069e6b68075d659b8162e0a09a4588500bc6d345644c3d8e1a0b314ca24b
wp-content/mu-plugins/drycured-recipe-view-v1.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,282701,2026-06-18T17:18:00.751930+00:00,238b2f0bd79c77df5f0ecaa5482fea1e284009c2ff5a799440c75577d575e901
wp-content/mu-plugins/drycured-recipe-view-v1_before_batch01_v1_2_2026-05-30_14-15-34.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,180246,2026-05-30T13:56:44.623105+00:00,ece33f5317769e80e1022913d7c439ea7d63e082cd303da519f917f8701d953d
wp-content/mu-plugins/drycured-recipe-view-v1_before_cure_model_lock_2026-05-30_17-51-16.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,244543,2026-05-30T17:40:05.476765+00:00,cd8386c4244f39de4645140ef533ff8382621cf9465df884c967f267b55c7ff9
wp-content/mu-plugins/drycured-recipe-view-v1_before_final_profile_override_2026-05-30_16-39-19.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,214782,2026-05-30T16:35:33.716629+00:00,b23afec2dfda8702f21b85636a0371626ddc00d53a3e5c2735ccc951e8edec29
wp-content/mu-plugins/drycured-recipe-view-v1_before_formula_only_0200L_2026-05-30_17-15-10.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,222576,2026-05-30T16:46:07.347498+00:00,f93562f80e784fb147984fba261c9c814763c8deeab63ae1074980da26a2db28
wp-content/mu-plugins/drycured-recipe-view-v1_before_garlic_default_0200L_2026-05-30_17-09-22.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,222576,2026-05-30T16:46:07.347498+00:00,f93562f80e784fb147984fba261c9c814763c8deeab63ae1074980da26a2db28
wp-content/mu-plugins/drycured-recipe-view-v1_before_garlic_default_0200L_safe_2026-05-30_17-13-08.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,222576,2026-05-30T16:46:07.347498+00:00,f93562f80e784fb147984fba261c9c814763c8deeab63ae1074980da26a2db28
wp-content/mu-plugins/drycured-recipe-view-v1_before_global_garlic_liquid_fix_2026-05-30_16-46-07.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,216528,2026-05-30T16:39:19.598367+00:00,0883e861747eebfd414ee63fc2f8a117e2e917ad28b05ca8ea6dc0d5374ff6cb
wp-content/mu-plugins/drycured-recipe-view-v1_before_global_quantities_2026-05-30_16-16-29.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,212282,2026-05-30T16:13:26.285247+00:00,de76a76d34ce82e217761bb0983f29e5c6204c929f2bb716a321ba7d3a877c27
wp-content/mu-plugins/drycured-recipe-view-v1_before_hr_sl_006_rum_runtime_fix_2026-05-30_16-35-33.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,213299,2026-05-30T16:27:08.288719+00:00,33a232fa1952d1442734ffec805ab3646b23bce72f1960b7ea2d3d0087ed9313
wp-content/mu-plugins/drycured-recipe-view-v1_before_hrsl001_late_source_render_2026-05-31_07-18-34.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,250972,2026-05-31T07:05:54.029434+00:00,69d0a46228d7a017d8f43ecfaa6f5eec6952ec6d3d69a13f59e18729c2cfcccb
wp-content/mu-plugins/drycured-recipe-view-v1_before_hrsl001_process_omotac_fix_2026-05-31_07-27-54.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,254379,2026-05-31T07:18:34.250130+00:00,d23f1681775b2dfe172da8c9a807b106b9ae6d2ea449b646d6cd20c80853b457
wp-content/mu-plugins/drycured-recipe-view-v1_before_hrsl001_process_omotac_fix_2026-05-31_07-36-09.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,256287,2026-05-31T07:27:54.586358+00:00,a127f626fbc8da7a27af7c722376bb4171fe8cce2b97357ce7a20421c08e195f
wp-content/mu-plugins/drycured-recipe-view-v1_before_ingredient_sanity_layer_2026-05-30_17-29-08.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,222555,2026-05-30T17:15:10.192923+00:00,3450562cfaad12e171d7dcf0e9aeccb3888b404648085a9c6b36019fe8035910
wp-content/mu-plugins/drycured-recipe-view-v1_before_no_liquid_fix_2026-05-30_16-27-08.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,212966,2026-05-30T16:17:34.821196+00:00,f6bb781a13ecd5d8dc0c0ce16e0d9bb0a6c52c2f2e5c71c66a3dcf41399b562b
wp-content/mu-plugins/drycured-recipe-view-v1_before_phase_specs_2026-05-30_13-56-44.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,165917,2026-05-30T13:50:06.056473+00:00,44198a9c704eeee506206336d12f9941df7d6f7fd212b73b3b3feaa7382fb95b
wp-content/mu-plugins/drycured-recipe-view-v1_before_quantity_parser_2026-05-30_16-13-26.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,205709,2026-05-30T14:33:07.025728+00:00,86aa5e4db9cc5b468300f697655da8bd841e1ac5b53e78bba30b19beffa234c9
wp-content/mu-plugins/drycured-recipe-view-v1_before_source_lock_hr_sl_001_2026-05-31_07-05-53.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,247041,2026-05-30T17:51:16.306603+00:00,b539924b0c0b3a648c6a4a0136b33240262dd18659464f55fc8a439dc85e20ab
wp-content/mu-plugins/drycured-recipe-view-v1_before_v1_1_2026-05-30_13-50-06.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,145998,2026-05-30T12:21:00.586293+00:00,b05c44cf95f65bb1e3f61fcae175bf18ee60a95e1ff3b0a9a841cd5589c6d5ad
wp-content/mu-plugins/drycured-recipe-view-v1_before_visual_lock_v1_2_2026-05-30_14-33-06.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,180246,2026-05-30T13:56:44.623105+00:00,ece33f5317769e80e1022913d7c439ea7d63e082cd303da519f917f8701d953d
wp-content/mu-plugins/drycured-recipe-view-v1_before_whole_piece_cure_model_2026-05-30_17-36-16.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,233891,2026-05-30T17:29:08.767603+00:00,ac3dc79319744c9be316d0871cd1c15a05a44a3779328a8fe0dccc115b8b7e40
wp-content/mu-plugins/drycured-recipe-view-v1_before_whole_piece_late_cleanup_2026-05-30_17-40-05.php,RENDERER_UI_PROTECTED,OTHER_SCRIPT_LOCATION,,get_post_meta,240882,2026-05-30T17:36:16.637210+00:00,01b5a4a1fa9746f6dc31fe28a0032ac22fd7a463ebe466baac731da1b71b3f7d
wp-content/mu-plugins/drycured-service-page-typography-v1.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,3588,2026-06-06T18:53:24.885737+00:00,402bca0ba90c1c0cfa9ec46c179d3d3d5a3e20b888aaaa460ed9a2b23afd9ad7
wp-content/mu-plugins/drycured-wpcode-migrated-small-fixes.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,597,2026-05-28T18:40:07.033986+00:00,3184d16fa0f710eb4b91c64d0ac1e0d7e912b607724f776ffe05122fe739608f
wp-content/plugins/digitalna-pusnica-alati/digitalna-pusnica-alati.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,4537,2026-05-27T17:38:22.175414+00:00,c78b21b05f7ae70d8f47c516ac2b0fd9f2ede778faa97ee153904a8d454e0dea
wp-content/plugins/drycured-home-core/includes/process-rail.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,7981,2026-05-27T18:52:49.492524+00:00,20c332d0ef0a8c5f83e095793cd5ae9ea1f9899d4c33d3f91d399a47cce76769
wp-content/plugins/drycured-home-hero-rotation/drycured-home-hero-rotation.php,SCRIPT_UNKNOWN_REVIEW,OTHER_SCRIPT_LOCATION,,,15059,2026-06-05T07:43:12.947683+00:00,902be708bfce97dcc714a94e052b5697dc5bd791ca1c36565b60a789162dea46
