post_id,title,url,post_status,detected_type,confidence,score_ground,score_whole,score_thermal,score_fish,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_phase_time_or_params,has_nitrite,has_nitrite_note,has_fallback_internal,has_problem_signal,has_solution_signal,public_fetch_status,public_fetch_error,audit_status,public_update_gate,block_reasons,v1_1_final_type,v1_1_type_source,v1_1_type_reason,v1_1_public_update_gate,v1_1_block_reasons,v1_1_work_priority
2099,Salo (Сало &#8211; Slana svinjeća slanina),https://drycured.com/?post_type=dry_recipe&p=2099,draft,WHOLE_CUT,medium,2,4,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2100,Miholjačka Začinska Salama,https://drycured.com/recepti-baza/miholjacka-zacinska-salama/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2101,Vinkovački Slavonski Kulen &#8211; Stara obiteljska receptura,https://drycured.com/recepti-baza/vinkovacki-slavonski-kulen-stara-obiteljska-receptura/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2102,Slovačka slanina (Slovenská slanina),https://drycured.com/recepti-baza/slovacka-slanina-slovenska-slanina/,publish,WHOLE_CUT,high,5,8,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2103,Kranjska klobasa (Kranjska kobasica),https://drycured.com/recepti-baza/kranjska-klobasa-kranjska-kobasica/,publish,GROUND_MEAT_OR_CASING,high,9,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2104,Kraški pršut,https://drycured.com/recepti-baza/kraski-prsut/,publish,WHOLE_CUT,high,5,9,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2105,Belokranjska jagenjčara,https://drycured.com/?post_type=dry_recipe&p=2105,draft,GROUND_MEAT_OR_CASING,high,6,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2106,Gorenjska zaseka,https://drycured.com/recepti-baza/gorenjska-zaseka/,publish,WHOLE_CUT,high,6,7,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2107,Vipavska panceta,https://drycured.com/recepti-baza/vipavska-panceta/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:panceta,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2108,Tolminska salama,https://drycured.com/recepti-baza/tolminska-salama/,publish,GROUND_MEAT_OR_CASING,high,10,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2109,Recepata za Suhomesnate Proizvode iz Crne Gore &#8211; Dokument #1,https://drycured.com/?post_type=dry_recipe&p=2109,draft,WHOLE_CUT,high,0,5,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,WHOLE_CUT,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2110,Crnogorska Slanina (Durmitorska panćeta),https://drycured.com/recepti-baza/crnogorska-slanina-durmitorska-panceta/,publish,WHOLE_CUT,high,5,8,0,2,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:panceta,slanina",FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2111,LANDJÄGER (TRADICIONALNE DIMLJENE KOBASICE),https://drycured.com/recepti-baza/landjager-tradicionalne-dimljene-kobasice/,publish,GROUND_MEAT_OR_CASING,high,9,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2112,NOVIH ŠVICARSKIH RECEPATA ZA SUHOMESNATE PROIZVODE,https://drycured.com/?post_type=dry_recipe&p=2112,draft,GROUND_MEAT_OR_CASING,high,5,2,0,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2113,VACHERIN FRIBOURGEOIS METTWURST (DIMLJENA KOBASICA S ALPSKIM SIROM),https://drycured.com/recepti-baza/vacherin-fribourgeois-mettwurst-dimljena-kobasica-s-alpskim-sirom/,publish,GROUND_MEAT_OR_CASING,high,9,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2114,Privatno: ST. GALLER OLMA-BRATWURST (TELEĆA KOBASICA ZA PEČENJE),https://drycured.com/?post_type=dry_recipe&p=2114,private,GROUND_MEAT_OR_CASING,high,9,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,THERMAL_PROCESSED,RECLASSIFY,"THERMAL_TITLE:bratwurst,kobasica za pecenje",FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
2115,BRESAOLA DELLA VALTELLINA,https://drycured.com/recepti-baza/bresaola-della-valtellina/,publish,WHOLE_CUT,high,5,7,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:bresaola,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2116,COPPA PIACENTINA,https://drycured.com/recepti-baza/coppa-piacentina/,publish,GROUND_MEAT_OR_CASING,high,7,3,0,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:coppa,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
2117,Finocchiona Toscana IGP — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2117,draft,NEEDS_CLASSIFICATION,low,3,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,GROUND_MEAT_OR_CASING,RECLASSIFY,GROUND_TITLE:finocchiona,FAIL,NEEDS_CLASSIFICATION;GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;GROUND_MISSING_CASING,C_NONPUBLIC_BLOCKED
2118,Mortadella Bologna IGP — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2118,draft,THERMAL_PROCESSED,medium,3,2,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,THERMAL_MISSING_TEMP_OR_DURATION,THERMAL_PROCESSED,KEEP,THERMAL_TITLE:mortadella,FAIL,THERMAL_MISSING_TEMP_OR_DURATION,C_NONPUBLIC_BLOCKED
2119,Prosciutto di San Daniele DOP — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2119,draft,WHOLE_CUT,low,0,2,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:prosciutto,san daniele",FAIL,PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2120,Lardo di Colonnata IGP — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2120,draft,WHOLE_CUT,medium,1,4,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:lardo,FAIL,PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2121,Chorizo Riojano IGP — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2121,draft,GROUND_MEAT_OR_CASING,high,5,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2122,Traditional Cumberland Sausage PGI — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2122,draft,GROUND_MEAT_OR_CASING,high,7,0,2,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2123,Kabanosy staropolskie TSG — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2123,draft,GROUND_MEAT_OR_CASING,high,5,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
2124,Kraški pršut PGI — edukativni profil,https://drycured.com/?post_type=dry_recipe&p=2124,draft,WHOLE_CUT,medium,0,4,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,PHASE_MISSING_TIME_OR_PARAMS,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,FAIL,PHASE_MISSING_TIME_OR_PARAMS,C_NONPUBLIC_BLOCKED
2186,Slavonski kulen / Slavonski kulin — ZOZP,https://drycured.com/?post_type=dry_recipe&p=2186,draft,GROUND_MEAT_OR_CASING,high,7,2,2,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
2187,Slavonska kobasica — ZOZP,https://drycured.com/?post_type=dry_recipe&p=2187,draft,GROUND_MEAT_OR_CASING,high,6,3,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
2188,Slavonska cajna kobasica — tradicijska,https://drycured.com/?post_type=dry_recipe&p=2188,draft,GROUND_MEAT_OR_CASING,high,6,4,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
2189,Slavonska sušena slanina / Slavonski špek,https://drycured.com/?post_type=dry_recipe&p=2189,draft,WHOLE_CUT,high,2,6,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
2224,Domaći pršut,https://drycured.com/?post_type=dry_recipe&p=2224,draft,WHOLE_CUT,medium,0,3,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,PASS,,D_NONPUBLIC_REVIEW_READY
2225,Suha šunka,https://drycured.com/?post_type=dry_recipe&p=2225,draft,WHOLE_CUT,medium,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:sunka,PASS,,D_NONPUBLIC_REVIEW_READY
2226,Suha lopatica / plećka,https://drycured.com/?post_type=dry_recipe&p=2226,draft,WHOLE_CUT,low,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,WHOLE_CUT,KEEP,,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,C_NONPUBLIC_BLOCKED
2227,Svinjska rolanka,https://drycured.com/?post_type=dry_recipe&p=2227,draft,THERMAL_PROCESSED,medium,0,1,3,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,THERMAL_MISSING_TEMP_OR_DURATION,THERMAL_PROCESSED,KEEP,,FAIL,THERMAL_MISSING_TEMP_OR_DURATION,C_NONPUBLIC_BLOCKED
2228,Domaća slanina / panceta,https://drycured.com/?post_type=dry_recipe&p=2228,draft,WHOLE_CUT,low,0,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,PASS,,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:panceta,slanina",PASS,,D_NONPUBLIC_REVIEW_READY
2229,Suha vratina,https://drycured.com/?post_type=dry_recipe&p=2229,draft,WHOLE_CUT,medium,1,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:vratina,PASS,,D_NONPUBLIC_REVIEW_READY
2230,Suhi kare / pečenica,https://drycured.com/?post_type=dry_recipe&p=2230,draft,WHOLE_CUT,low,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:pecenica_as_whole_cut_context,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,C_NONPUBLIC_BLOCKED
2231,Suha rebra,https://drycured.com/?post_type=dry_recipe&p=2231,draft,WHOLE_CUT,low,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,WHOLE_CUT,KEEP,,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE,C_NONPUBLIC_BLOCKED
2232,Suhe koljenice,https://drycured.com/?post_type=dry_recipe&p=2232,draft,NEEDS_CLASSIFICATION,none,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2233,Suhe nogice i rep,https://drycured.com/?post_type=dry_recipe&p=2233,draft,NEEDS_CLASSIFICATION,none,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION,C_NONPUBLIC_BLOCKED
2235,Domaće Svinjske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2235,draft,GROUND_MEAT_OR_CASING,high,5,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2236,Domaće Slaninske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2236,draft,GROUND_MEAT_OR_CASING,high,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2237,Slavonske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2237,draft,GROUND_MEAT_OR_CASING,high,5,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2238,Velikogoričke Kobasice,https://drycured.com/?post_type=dry_recipe&p=2238,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2239,Kranjske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2239,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2240,Ratarske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2240,draft,GROUND_MEAT_OR_CASING,medium,3,2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2241,Turopoljske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2241,draft,GROUND_MEAT_OR_CASING,high,5,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2242,Prokupljanske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2242,draft,GROUND_MEAT_OR_CASING,high,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2243,Vinogradarske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2243,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2244,Šestinske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2244,draft,GROUND_MEAT_OR_CASING,medium,4,2,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2245,Gračanske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2245,draft,GROUND_MEAT_OR_CASING,high,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2246,Horgoške Kobasice,https://drycured.com/?post_type=dry_recipe&p=2246,draft,GROUND_MEAT_OR_CASING,high,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2247,Uskrsne Kobasice,https://drycured.com/?post_type=dry_recipe&p=2247,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2248,Kukuruzne Kobasice,https://drycured.com/?post_type=dry_recipe&p=2248,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
2249,Primorske Kobasice,https://drycured.com/?post_type=dry_recipe&p=2249,draft,GROUND_MEAT_OR_CASING,medium,4,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_CASING;GROUND_MISSING_FAT_HANDLING,C_NONPUBLIC_BLOCKED
