recipe_id,taxonomy,term_name,term_slug,term_status,existing_term_id,notes
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_meat_type,Govedina,govedina,existing,218,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-APPENZELLER_MOSTBROCKLI_DIMLJENA_GOVEDINA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-SPECK_ALTO_ADIGE,dry_country,Italija,italija,existing,209,"aligned with existing WP dry_country term from matched recipe post"
MD-SPECK_ALTO_ADIGE,dry_region,Tirol,tirol,to_create_review,,"review before creating clean term"
MD-SPECK_ALTO_ADIGE,dry_product_category,Slanina,slanina,existing,699,"existing WP term"
MD-SPECK_ALTO_ADIGE,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-SPECK_ALTO_ADIGE,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-SPECK_ALTO_ADIGE,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-SPECK_ALTO_ADIGE,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_country,Bugarska,bugarska,existing,672,"aligned with existing WP dry_country term from matched recipe post"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_region,Lika,lika,existing,704,"existing WP term"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-PASHTETNA_PECENA_MESNA_PASTETA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_country,Albanija,albanija,existing,651,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-SUXHUK_ALBANSKA_SUHA_KOBASICA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_country,Albanija,albanija,existing,651,"existing WP term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_product_category,Šunka,sunka,existing,658,"existing WP term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-PROSHUTA_SHQIPTARE_ALBANSKA_PRSUTA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_country,Albanija,albanija,existing,651,"existing WP term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_meat_type,Janjetina,janjetina,existing,655,"existing WP term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-MISH_I_THATE_ALBANSKA_SUHA_JANJETINA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_country,Austrija,austrija,existing,251,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_product_category,Slanina,slanina,existing,699,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-KARNTNER_WURZELSPECK_KORUSKA_KORIJENSKA_SLANINA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_country,Austrija,austrija,existing,251,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_product_category,Šunka,sunka,existing,658,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-STEIRISCHER_ROHSCHINKEN_STAJERSKA_SIROVA_SUNKA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_country,Austrija,austrija,existing,251,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_meat_type,Govedina,govedina,existing,218,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-VORARLBERGER_MOSTBROCKLE_VORARLBERSKA_DIMLJENA_GOVEDINA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_country,Finska,finska,existing,659,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_process_type,Fermentirano,fermentirano,existing,161,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-FINSKA_MEETVURSTI_SUHA_KOBASICA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-FILET_DANVERS_ANTVERPSKI_FILE,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-LARD_FUME_DE_FLANDRE_FLAMANSKO_DIMLJENO_SALO,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-COLLIER_FUME_DE_WALLONIE_DIMLJENI_SVINJSKI_VRAT_IZ_VALONIJE,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-BOUDIN_BLANC_DE_BRUXELLES_BIJELA_KRVAVICA_IZ_BRUXELLESA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_product_category,Šunka,sunka,existing,658,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_country,Belgija,belgija,existing,254,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-PATE_GAUMAIS_GAUME_PASTETA,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-TETE_PRESSEE_PREZVURST,dry_country,Belgija,belgija,existing,254,"aligned with existing WP dry_country term from matched recipe post"
MD-TETE_PRESSEE_PREZVURST,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-TETE_PRESSEE_PREZVURST,dry_product_category,"Cijeli komad",cijeli-komad,existing,832,"mapped_from=Suho meso; existing broader whole-piece category used; no new Suho meso term"
MD-TETE_PRESSEE_PREZVURST,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-TETE_PRESSEE_PREZVURST,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-TETE_PRESSEE_PREZVURST,dry_process_type,Kuhano,kuhano,existing,301,"existing WP term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_country,Belgija,belgija,existing,254,"aligned with existing WP dry_country term from matched recipe post"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_region,not_specified_in_source,not-specified-in-source,not_mapped_review_value,,"review before creating clean term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_product_category,Kobasica,kobasica,existing,654,"existing WP term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_meat_type,Svinjetina,svinjetina,existing,171,"existing WP term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_process_type,Dimljeno,dimljeno,existing,166,"existing WP term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_process_type,Sušeno,suseno,existing,160,"existing WP term"
MD-BOULETTE_DE_LIEGE_LIESKA_MESNA_KOBASICA,dry_process_type,Soljeno,soljeno,existing,653,"existing WP term"
MD-BANSKA_KAPAMA,dry_country,Bugarska,bugarska,existing,672,"aligned with existing WP term from matched recipe post"
MD-BANSKA_KAPAMA,dry_product_category,"svježa kobasica za pečenje",svjeza-kobasica-za-pecenje,existing,1033,"aligned with existing WP term from matched recipe post"
MD-BANSKA_KAPAMA,dry_process_type,"nije trajno sušeno",nije-trajno-suseno,existing,975,"aligned with existing WP term from matched recipe post"
MD-BANSKA_KAPAMA,dry_process_type,pečeno/kuhano,peceno-kuhano,existing,974,"aligned with existing WP term from matched recipe post"
MD-SREDNOGORSKA_KASKA,dry_country,Bugarska,bugarska,existing,672,"aligned with existing WP term from matched recipe post"
MD-SREDNOGORSKA_KASKA,dry_product_category,"Punjeni mesni proizvod",punjeni-mesni-proizvod,existing,977,"aligned with existing WP term from matched recipe post"
MD-SREDNOGORSKA_KASKA,dry_process_type,kuhano/punjeno,kuhano-punjeno,existing,978,"aligned with existing WP term from matched recipe post"
MD-SREDNOGORSKA_KASKA,dry_process_type,Sušeno,suseno,existing,160,"aligned with existing WP term from matched recipe post"
MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,dry_country,Kosovo,kosovo,existing,702,"aligned with existing WP term from matched recipe post"
MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,dry_product_category,"Mesni delikates",mesni-delikates,existing,990,"aligned with existing WP term from matched recipe post"
MD-LLOKUM_KOSOVE_KOSOVSKI_DELIKATES,dry_process_type,"kuhano/dimljeno prema varijanti",kuhano-dimljeno-prema-varijanti,existing,991,"aligned with existing WP term from matched recipe post"
MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,dry_country,Belgija,belgija,existing,254,"aligned with existing WP term from matched recipe post"
MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,dry_product_category,"Suha kobasica",suha-kobasica,existing,899,"aligned with existing WP term from matched recipe post"
MD-SAUCISSE_AU_FROMAGE_DE_HERVE_KOBASICA_SA_SIROM_HERVE,dry_process_type,"dimljeno/kuhano prema varijanti",dimljeno-kuhano-prema-varijanti,existing,1004,"aligned with existing WP term from matched recipe post"
